,Age,WorkClass,Fnlwgt,Education,Education_num,Marital_staus,Occupation,Relationship,Race,Capital_gain,Capital_loss,Hours_per_week,Native_country,Income_ >50K,Sex_ Male
29179,3,3,17693,15,9,4,7,3,4,0,0,34,38,0,0
29180,3,3,15495,15,9,4,6,2,2,0,0,34,38,0,0
29181,50,4,4814,9,12,2,3,0,4,0,0,15,38,0,1
29182,27,3,17441,15,9,2,11,0,4,0,0,59,38,1,1
29183,25,3,1024,11,8,2,11,0,4,0,0,59,38,1,1
29184,12,1,13238,15,9,4,0,1,3,0,0,39,6,0,1
29185,31,3,12511,15,9,4,2,4,4,0,0,37,38,1,0
29186,8,3,20573,11,8,4,0,2,2,0,0,39,38,0,0
29187,14,3,10349,11,8,0,7,4,4,0,0,93,38,1,0
29188,31,3,5685,9,12,3,11,4,4,0,80,68,38,1,0
29189,23,3,1827,12,13,0,9,1,4,0,0,19,38,0,1
29190,9,3,10163,15,9,2,11,0,4,0,0,39,38,0,1
29191,11,3,2001,11,8,2,7,3,4,0,0,34,38,0,0
29192,35,3,9012,15,9,2,2,0,4,0,0,39,38,1,1
29193,24,5,17795,11,8,2,9,0,4,0,0,39,38,0,1
29194,22,5,1801,9,12,2,4,5,4,0,0,49,38,0,0
29195,31,3,8167,11,8,4,0,1,2,0,0,15,37,0,0
29196,2,3,12853,11,8,4,11,1,4,0,0,29,38,0,0
29197,10,3,923,15,9,2,6,0,4,0,29,39,38,0,1
29198,42,3,18669,8,10,2,11,0,4,0,37,49,38,0,1
29199,2,3,16846,15,9,4,11,2,4,0,0,39,38,0,1
29200,15,3,8473,11,8,4,5,3,4,0,0,49,38,0,1
29201,22,3,21118,11,8,4,5,2,4,0,0,39,38,0,1
29202,16,3,17726,11,8,2,2,0,4,0,0,39,38,0,1
29203,21,3,7759,11,8,4,5,1,4,0,0,39,38,0,1
29204,10,3,1791,15,9,4,4,3,4,0,0,44,38,0,1
29205,6,3,18696,11,8,4,3,3,4,0,0,44,38,0,0
29206,42,3,11061,8,10,0,7,1,4,0,0,47,38,0,1
29207,8,1,5926,9,12,4,0,1,1,0,0,19,18,0,1
29208,20,4,3704,7,11,2,11,0,4,0,0,67,38,0,1
29209,14,3,13688,11,8,2,13,0,4,0,0,64,38,0,1
29210,7,3,15244,7,11,4,11,3,4,0,0,36,38,0,0
29211,36,1,8889,9,12,0,0,4,4,0,0,37,5,0,0
29212,9,3,14887,15,9,4,5,2,2,0,0,39,38,0,1
29213,8,3,16814,15,9,2,0,5,4,0,0,39,38,1,0
29214,42,3,3609,1,6,4,6,1,4,0,0,39,38,0,1
29215,22,0,5263,11,8,0,0,4,4,0,0,39,38,0,0
29216,11,3,10503,15,9,4,5,3,4,0,0,39,38,0,1
29217,5,3,18409,11,8,4,5,1,4,0,0,39,38,0,1
29218,3,3,15595,11,8,4,2,2,4,0,0,39,7,0,1
29219,8,3,6323,15,9,4,7,3,4,0,0,39,38,0,0
29220,10,3,20076,15,9,4,2,4,4,0,0,49,38,0,1
29221,3,3,15384,11,8,4,11,4,4,0,0,39,38,0,1
29222,46,3,9077,15,9,6,7,1,2,0,0,23,38,0,0
29223,26,5,8550,0,5,0,4,4,4,0,0,24,38,0,1
29224,22,3,13339,15,9,0,0,1,4,0,0,39,38,0,0
29225,10,3,10894,9,12,4,9,1,4,0,0,44,38,0,1
29226,0,3,14220,0,5,4,11,3,4,0,0,4,38,0,0
29227,23,6,7126,14,14,2,9,0,4,0,0,69,38,0,1
29228,33,3,13916,15,9,2,2,0,4,0,0,47,38,1,1
29229,6,4,12905,9,12,4,0,3,4,0,0,34,38,0,0
29230,43,3,10341,11,8,2,11,0,4,91,0,64,38,1,1
29231,13,3,17086,11,8,4,3,1,4,0,0,39,38,0,0
29232,7,3,12795,11,8,2,5,0,4,0,0,49,38,0,1
29233,6,3,579,9,12,4,0,3,4,0,0,19,38,0,0
29234,7,3,16639,9,12,2,9,0,4,77,0,29,38,0,1
29235,28,5,17172,9,12,2,2,0,4,0,0,19,38,0,1
29236,41,4,2698,15,9,2,3,0,4,91,0,59,38,1,1
29237,5,3,5018,15,9,4,11,2,4,0,0,19,38,0,1
29238,24,3,11386,15,9,4,5,1,4,0,0,39,38,0,1
29239,31,3,21033,5,3,2,6,0,4,0,0,39,38,1,1
29240,14,3,11842,11,8,0,6,2,4,0,0,39,38,0,1
29241,16,3,7689,14,14,2,9,0,4,0,50,49,38,1,1
29242,32,4,18729,9,12,2,3,0,4,0,0,49,38,0,1
29243,13,3,8473,9,12,2,9,0,4,94,0,49,38,1,1
29244,21,3,1996,11,8,4,2,1,4,0,0,39,38,0,1
29245,41,1,594,11,8,2,13,0,4,0,0,47,38,0,1
29246,41,3,7155,9,12,0,9,1,4,0,0,49,38,0,0
29247,44,5,12935,11,8,2,3,0,4,0,0,39,38,0,1
29248,41,3,9654,11,8,2,11,0,4,94,0,39,38,1,1
29249,15,3,13362,8,10,2,12,0,4,0,0,44,38,1,1
29250,16,5,10293,11,8,0,2,1,4,0,0,49,38,0,1
29251,11,3,18341,9,12,5,3,1,4,0,0,49,38,1,0
29252,5,3,3260,15,9,4,7,3,4,0,0,10,38,0,0
29253,18,3,11170,11,8,2,2,0,4,0,0,39,38,1,1
29254,42,3,9529,11,8,2,11,0,4,0,0,54,38,0,1
29255,28,4,10527,14,14,2,3,0,1,94,0,39,38,1,1
29256,33,5,13944,11,8,2,11,0,2,0,0,39,38,0,1
29257,39,4,556,2,7,6,3,1,4,0,0,39,38,0,0
29258,19,5,7782,11,8,4,2,1,4,0,0,39,38,0,1
29259,1,3,20437,0,5,4,7,3,4,0,0,29,38,0,1
29260,11,3,18687,15,9,2,11,0,0,0,0,59,38,0,1
29261,25,3,15676,8,10,2,9,0,2,0,0,39,38,1,1
29262,43,3,13343,11,8,2,7,0,4,0,0,39,38,0,1
29263,24,4,15055,15,9,2,11,0,4,0,0,86,38,0,1
29264,25,3,9573,9,12,2,12,0,4,91,0,44,38,1,1
29265,19,3,7645,11,8,2,2,0,4,0,0,54,38,1,1
29266,35,1,3245,12,13,2,9,0,4,0,0,39,38,1,1
29267,25,5,16106,11,8,2,13,0,4,0,0,39,38,0,1
29268,9,1,2458,15,9,2,10,0,4,0,0,54,38,1,1
29269,14,1,6814,9,12,0,9,4,4,0,0,39,38,0,0
29270,30,3,14722,4,2,5,11,4,4,0,0,39,25,0,0
29271,18,3,14217,15,9,2,6,0,4,0,0,49,38,0,1
29272,2,3,2328,6,4,4,5,3,4,0,0,24,38,0,1
29273,42,5,2818,15,9,2,11,5,4,0,0,76,38,1,0
29274,21,3,13298,9,12,2,3,0,4,0,0,39,38,1,1
29275,19,3,12844,9,12,2,3,0,4,0,0,49,38,0,1
29276,18,3,20566,12,13,4,3,1,4,0,0,54,38,0,0
29277,22,3,5159,11,8,2,4,0,4,0,0,29,38,0,1
29278,47,3,5122,15,9,5,7,1,4,0,0,39,38,0,1
29279,0,1,1072,0,5,4,7,3,4,0,0,24,38,0,0
29280,32,3,7862,15,9,2,7,0,4,0,0,31,38,0,1
29281,2,3,8943,15,9,4,7,3,4,0,0,24,38,0,0
29282,19,5,10494,11,8,2,9,5,4,51,0,39,38,0,0
29283,9,3,16351,11,8,4,5,1,4,0,0,44,38,0,1
29284,10,3,10308,4,2,4,8,2,4,26,0,39,7,0,0
29285,49,3,4980,9,12,2,9,0,4,111,0,39,38,1,1
29286,21,3,18874,5,3,2,0,0,4,0,0,39,38,0,1
29287,8,3,14993,9,12,4,3,2,4,0,0,24,38,0,0
29288,2,3,3922,11,8,4,9,1,4,0,0,39,38,0,0
29289,13,3,19152,7,11,4,2,1,4,73,0,49,38,1,1
29290,5,3,9572,8,10,4,3,4,1,0,0,39,34,0,1
29291,43,3,12965,15,9,0,2,3,4,0,0,43,38,1,1
29292,37,3,18494,15,9,2,12,0,4,0,50,17,38,1,1
29293,29,3,14409,11,8,5,2,1,4,0,0,36,38,0,1
29294,16,6,507,15,9,4,7,3,4,0,0,39,38,0,1
29295,34,1,8047,12,13,0,3,1,4,0,0,39,38,0,0
29296,26,3,10564,14,14,2,9,0,4,108,0,59,38,1,1
29297,1,3,16278,11,8,4,7,3,4,0,0,29,38,0,0
29298,43,4,8523,11,8,2,4,0,4,0,0,24,38,0,1
29299,22,5,7630,11,8,2,4,0,4,0,0,59,38,0,1
29300,6,3,3343,9,12,4,12,3,4,53,0,39,38,0,0
29301,22,3,10141,7,11,4,12,1,4,0,0,39,38,0,0
29302,23,1,2558,15,9,4,3,1,4,0,0,39,38,0,1
29303,31,3,8996,15,9,2,3,0,4,0,0,64,38,1,1
29304,7,3,1277,11,8,4,5,2,4,0,0,39,38,0,1
29305,15,3,6340,11,8,0,5,1,4,0,0,39,38,0,1
29306,14,5,15323,15,9,2,2,0,4,0,0,59,38,0,1
29307,22,3,10416,11,8,4,6,1,2,0,0,39,38,0,1
29308,10,3,19259,12,13,4,3,3,4,0,0,39,38,0,0
29309,28,6,18633,12,13,4,0,1,2,0,0,37,38,0,1
29310,5,3,18655,11,8,0,7,2,2,0,0,39,38,0,0
29311,14,3,12593,9,12,4,2,1,1,0,0,39,39,0,1
29312,46,3,6432,11,8,0,3,1,4,0,0,39,38,0,0
29313,28,3,17722,9,12,2,3,0,4,0,0,49,38,1,1
29314,11,6,11607,15,9,5,0,4,4,0,0,49,38,0,0
29315,6,3,6399,9,12,4,11,3,4,0,0,39,38,0,0
29316,33,3,7468,11,8,2,2,0,4,0,0,43,38,1,1
29317,16,3,4095,2,7,2,10,0,4,0,0,39,38,0,1
29318,5,3,6844,15,9,4,7,3,4,0,0,39,38,0,1
29319,10,3,20455,9,12,4,11,1,4,104,0,45,38,1,1
29320,12,3,2907,15,9,2,13,0,4,0,0,39,38,0,1
29321,19,3,18532,11,8,0,0,4,4,0,0,34,38,0,0
29322,43,3,21409,3,1,2,2,0,4,0,0,39,25,1,1
29323,29,3,12282,9,12,2,13,0,4,0,0,49,38,0,1
29324,50,3,3773,12,13,6,7,1,4,0,0,39,38,0,0
29325,3,3,6564,15,9,4,7,3,4,0,0,14,9,0,0
29326,6,3,1781,9,12,4,11,3,4,0,0,54,38,0,1
29327,21,4,10121,11,8,2,3,0,4,0,0,49,38,0,1
29328,43,3,11156,14,14,2,3,0,4,0,0,39,38,1,1
29329,3,5,1727,15,9,4,2,1,4,0,0,34,38,0,0
29330,20,3,13838,15,9,6,6,4,2,0,0,47,38,0,0
29331,20,3,14691,11,8,4,2,4,4,0,0,39,38,0,1
29332,41,3,12736,11,8,2,2,0,4,0,0,39,38,0,1
29333,8,3,1144,9,12,4,2,3,4,0,0,29,1,0,1
29334,10,3,3235,15,9,4,0,4,4,0,0,59,38,0,0
29335,16,3,18966,15,9,2,6,0,4,0,0,54,38,0,1
29336,26,6,447,15,9,0,0,1,4,0,0,39,38,0,0
29337,4,0,10618,15,9,4,12,3,2,0,0,19,38,0,1
29338,28,3,14262,11,8,2,2,0,3,0,0,39,25,0,1
29339,27,3,14564,4,2,2,6,0,2,0,0,39,38,0,1
29340,35,3,5735,5,3,2,7,0,4,0,0,39,38,0,1
29341,36,3,19618,11,8,0,9,1,4,73,0,45,38,1,1
29342,14,3,11056,11,8,4,7,3,2,0,0,19,38,0,0
29343,1,0,4002,1,6,4,7,3,1,0,0,14,29,0,1
29344,3,3,5979,11,8,4,7,3,4,0,0,29,38,0,0
29345,15,3,1670,11,8,4,6,1,4,0,0,39,38,0,1
29346,31,3,21311,0,5,2,13,0,2,0,0,39,38,0,1
29347,29,3,21523,11,8,2,7,0,2,0,0,39,38,0,1
29348,11,3,9858,11,8,2,6,0,4,0,0,49,38,0,1
29349,10,5,19875,11,8,4,11,1,2,0,0,39,38,0,1
29350,1,0,17542,15,9,4,11,3,4,0,0,31,38,0,0
29351,52,5,11069,11,8,2,3,0,4,98,0,11,38,1,1
29352,33,4,16243,12,13,2,11,0,4,0,0,39,38,1,1
29353,26,3,7218,11,8,2,6,5,4,0,0,39,11,0,0
29354,15,3,13686,9,12,0,11,4,4,0,0,29,38,0,0
29355,26,3,9656,11,8,5,3,1,4,0,0,47,38,0,0
29356,35,5,6898,11,8,2,11,0,4,94,0,54,38,1,1
29357,33,3,10102,9,12,2,3,0,4,0,0,39,38,1,1
29358,18,3,6967,15,9,0,3,1,4,0,0,39,38,1,0
29359,3,3,9875,11,8,4,7,3,4,0,0,4,38,0,0
29360,56,3,5848,11,8,6,7,1,4,0,0,64,38,0,0
29361,29,3,8897,11,8,0,0,3,4,0,0,44,38,0,0
29362,41,3,13234,11,8,2,13,0,4,0,0,59,38,1,1
29363,29,4,11953,14,14,2,9,0,4,108,0,59,38,1,1
29364,23,3,8821,11,8,4,2,1,4,0,0,49,38,0,1
29365,8,3,16828,9,12,4,0,3,4,0,0,39,38,0,1
29366,5,3,19284,7,11,4,0,1,4,0,0,24,38,0,0
29367,16,0,2710,9,12,2,9,0,4,0,0,39,38,0,1
29368,32,0,15234,8,10,2,2,0,4,0,0,39,38,0,1
29369,45,3,3325,0,5,0,9,4,4,0,0,39,38,0,0
29370,39,1,8320,15,9,0,10,1,2,0,0,47,38,0,1
29371,7,3,3068,11,8,4,13,4,4,0,0,39,25,0,0
29372,25,3,66,11,8,4,7,1,4,0,0,39,38,0,0
29373,24,3,10520,12,13,0,3,4,4,0,0,39,38,0,0
29374,6,3,13853,9,12,4,7,1,4,0,0,65,6,0,1
29375,5,3,6034,15,9,4,7,3,4,0,0,39,38,0,1
29376,18,3,19301,9,12,4,0,2,4,0,0,39,38,0,1
29377,25,3,18687,11,8,3,5,2,1,0,0,39,38,0,1
29378,5,3,17680,11,8,4,6,3,4,0,0,39,25,0,1
29379,15,5,817,11,8,2,2,0,4,0,0,49,38,0,1
29380,8,3,20755,11,8,4,2,3,4,0,0,39,38,0,1
29381,49,3,10323,4,2,0,8,1,2,0,0,14,38,0,0
29382,9,6,18058,11,8,2,10,0,4,0,0,37,38,0,1
29383,29,3,2179,15,9,0,13,3,4,53,0,54,38,0,1
29384,38,3,11599,9,12,2,3,0,4,0,0,44,38,1,1
29385,7,3,76,11,8,2,2,0,4,0,0,39,38,0,1
29386,8,3,10316,11,8,4,11,4,4,0,0,39,38,0,1
29387,5,3,4679,15,9,4,0,1,4,0,0,39,38,0,0
29388,14,3,12494,11,8,4,7,1,4,0,0,39,38,0,1
29389,13,3,17175,11,8,0,0,1,4,0,0,39,38,0,0
29390,37,3,7112,11,8,4,7,1,4,0,0,14,38,0,1
29391,2,3,12699,15,9,4,7,3,4,0,0,39,38,0,0
29392,39,3,3371,6,4,0,2,1,4,0,0,39,38,1,0
29393,30,3,3423,11,8,2,2,0,1,0,0,59,23,0,1
29394,12,3,15373,11,8,2,2,0,2,0,0,39,38,0,1
29395,36,3,7879,11,8,2,2,0,4,0,0,39,38,0,1
29396,5,3,11562,11,8,4,6,4,2,0,0,39,38,0,0
29397,33,3,13175,9,12,2,7,0,2,0,47,59,38,1,1
29398,25,3,19554,11,8,0,3,1,4,0,0,39,38,1,0
29399,4,3,16878,15,9,4,11,2,4,0,0,39,38,0,1
29400,19,4,9113,11,8,4,7,1,4,0,0,68,38,0,0
29401,43,3,11488,4,2,2,11,0,4,0,0,39,38,1,1
29402,52,3,13910,8,10,6,11,1,4,0,0,24,38,0,0
29403,14,3,4915,11,8,2,13,0,0,0,0,39,38,0,1
29404,31,3,5985,15,9,0,0,4,4,0,0,54,38,0,0
29405,6,3,2002,11,8,4,3,1,4,0,0,39,38,0,0
29406,7,3,15837,7,11,5,2,4,1,97,0,39,38,1,1
29407,30,3,21497,11,8,2,0,0,2,0,0,39,38,1,1
29408,19,3,2289,11,8,4,6,4,0,0,0,39,38,0,0
29409,22,3,18456,7,11,2,3,0,4,0,0,49,38,1,1
29410,5,3,11233,11,8,4,13,1,4,0,0,45,38,0,0
29411,10,3,17486,9,12,4,11,1,4,100,0,44,38,1,1
29412,19,3,21013,11,8,2,6,0,4,0,0,39,38,0,1
29413,37,3,20853,3,1,2,7,0,4,0,0,39,25,0,1
29414,16,0,3461,11,8,0,0,4,4,0,0,39,38,0,0
29415,25,3,8058,11,8,2,9,0,4,94,0,49,38,1,1
29416,35,3,7441,15,9,2,11,0,4,0,0,64,38,0,1
29417,6,3,13558,9,12,4,11,3,4,0,0,31,38,0,1
29418,16,3,15168,3,1,2,5,0,4,0,0,39,25,0,1
29419,13,3,10374,8,10,0,0,1,4,0,0,37,38,0,0
29420,18,3,13906,8,10,2,12,0,2,0,0,37,22,0,1
29421,18,3,6975,8,10,2,7,5,4,0,0,19,38,1,0
29422,10,3,8042,11,8,4,5,3,4,0,0,36,38,0,1
29423,7,3,3187,11,8,4,7,3,4,0,0,34,38,0,1
29424,27,1,7827,11,8,2,6,0,4,0,0,39,38,0,1
29425,45,3,6899,8,10,5,8,1,2,0,0,19,38,0,0
29426,28,3,420,9,12,2,3,0,4,108,0,39,38,1,1
29427,58,5,13921,11,8,2,4,0,4,0,0,19,38,0,1
29428,30,3,11952,9,12,2,9,0,4,0,0,49,38,0,1
29429,47,3,11967,14,14,2,3,0,4,0,0,59,38,0,1
29430,37,3,4113,11,8,0,12,1,4,0,0,41,38,1,1
29431,24,0,21355,9,12,2,3,0,4,0,0,39,38,1,1
29432,16,3,10376,7,11,2,2,0,4,0,0,39,38,0,1
29433,3,3,16184,15,9,4,0,3,4,0,0,9,38,0,0
29434,34,3,10274,9,12,0,11,1,4,0,0,49,38,1,1
29435,28,4,5673,14,14,4,2,1,4,0,0,49,38,1,1
29436,1,3,161,1,6,4,7,3,4,0,0,69,38,0,1
29437,26,3,21461,0,5,2,13,0,4,0,0,39,40,0,1
29438,13,3,3247,11,8,4,2,3,4,0,18,39,38,0,1
29439,15,3,14558,11,8,0,0,3,4,0,0,39,38,0,0
29440,28,3,1388,15,9,2,2,0,4,0,47,39,38,1,1
29441,44,3,18747,15,9,0,11,1,4,0,0,39,38,0,0
29442,4,3,12741,3,1,2,7,2,4,0,0,39,8,0,1
29443,39,3,17170,1,6,0,2,1,4,0,0,48,38,0,1
29444,11,3,516,11,8,4,5,2,4,0,0,59,38,0,1
29445,6,3,12349,15,9,4,5,3,2,0,0,39,38,0,0
29446,38,3,11630,15,9,2,13,0,4,0,0,79,38,0,1
29447,10,3,21323,15,9,2,7,0,4,0,4,19,25,0,1
29448,16,3,19963,11,8,4,13,1,4,0,0,68,38,0,1
29449,5,3,7773,15,9,4,0,3,4,0,0,19,38,0,0
29450,26,1,8135,8,10,2,3,0,4,0,0,39,38,0,1
29451,15,5,2070,11,8,0,3,4,4,0,0,39,38,0,0
29452,21,3,11627,15,9,2,11,5,4,0,0,39,38,0,0
29453,1,3,18967,6,4,4,4,3,4,0,0,19,38,0,1
29454,18,3,4342,15,9,2,2,0,4,0,0,49,38,1,1
29455,50,3,1699,11,8,6,7,1,4,0,0,39,38,0,0
29456,12,3,4522,11,8,0,6,3,4,0,0,39,38,0,0
29457,2,3,19419,3,1,4,5,1,4,0,0,54,25,0,1
29458,22,3,9202,1,6,2,2,0,4,0,0,34,38,0,1
29459,12,3,14974,15,9,2,3,0,4,0,46,49,38,1,1
29460,28,4,1105,14,14,2,9,0,4,0,0,54,38,1,1
29461,27,3,17397,15,9,2,6,0,4,50,0,39,38,1,1
29462,25,1,12291,5,3,2,2,0,4,0,0,39,38,0,1
29463,17,3,15829,9,12,4,11,1,4,0,0,39,38,0,1
29464,35,1,15442,9,12,2,12,0,4,0,0,39,38,0,1
29465,1,3,18630,1,6,4,7,3,4,0,0,24,38,0,1
29466,47,3,1977,11,8,2,4,0,4,0,0,24,9,0,1
29467,13,3,109,9,12,2,11,0,4,0,0,44,38,1,1
29468,26,1,10548,9,12,0,3,4,4,0,0,41,10,0,1
29469,32,5,5682,15,9,4,2,4,4,0,0,39,38,0,1
29470,18,3,17583,15,9,2,9,0,4,0,0,39,38,1,1
29471,20,5,19672,14,14,2,9,0,4,0,0,49,38,1,1
29472,32,3,12105,5,3,2,5,0,4,0,0,39,38,0,1
29473,2,3,19102,1,6,5,7,3,4,0,0,39,38,0,0
29474,5,3,13307,9,12,4,3,3,4,27,0,3,38,0,1
29475,14,3,2067,11,8,4,7,3,2,0,0,39,38,0,1
29476,9,3,14674,15,9,2,2,0,4,0,0,39,38,0,1
29477,27,3,759,15,9,2,11,0,4,0,0,54,38,0,1
29478,21,3,10064,15,9,2,7,5,4,0,0,39,38,0,0
29479,16,5,19928,11,8,2,11,0,4,0,0,59,38,0,1
29480,7,3,6888,11,8,5,7,4,2,0,0,36,38,0,0
29481,1,3,17047,2,7,4,7,3,4,0,0,19,38,0,1
29482,15,3,16571,8,10,6,12,4,2,0,0,39,38,0,0
29483,10,3,5489,11,8,0,0,1,4,0,0,39,38,0,0
29484,11,6,2711,12,13,2,3,0,2,0,0,39,22,0,1
29485,13,5,21532,8,10,4,2,1,4,0,0,39,38,0,1
29486,16,3,5828,11,8,4,7,1,2,0,0,37,38,0,1
29487,57,3,2979,12,13,0,11,1,4,0,0,9,38,0,0
29488,19,3,8710,11,8,4,2,1,1,0,0,68,34,0,1
29489,19,3,6885,7,11,2,12,0,4,0,0,54,38,0,1
29490,12,3,15645,11,8,2,0,5,4,0,56,19,38,0,0
29491,22,3,16741,9,12,0,3,4,4,0,0,44,38,0,0
29492,8,4,6553,9,12,4,11,1,4,0,0,76,38,0,1
29493,4,3,1910,11,8,5,4,3,4,0,0,39,38,0,1
29494,22,6,7207,8,10,4,3,4,4,0,0,49,38,0,0
29495,21,3,8604,15,9,0,9,1,4,0,0,31,38,0,0
29496,3,3,14888,11,8,4,11,1,1,0,0,24,38,0,0
29497,34,3,18465,11,8,0,2,1,4,0,0,39,38,0,1
29498,4,3,674,11,8,4,0,4,4,0,0,39,38,0,0
29499,19,3,11533,15,9,4,9,1,4,0,0,39,38,0,0
29500,33,3,18650,11,8,5,7,4,2,0,0,39,38,0,0
29501,21,3,14438,11,8,2,3,0,4,0,0,54,38,1,1
29502,8,1,21226,9,12,4,9,1,4,0,0,39,38,0,0
29503,6,3,8834,15,9,4,11,3,4,0,0,14,38,0,0
29504,19,3,18456,9,12,2,3,0,4,0,0,54,38,1,1
29505,24,3,13353,9,12,2,9,0,4,0,0,39,10,0,1
29506,17,3,9379,12,13,4,3,1,4,0,0,49,38,0,0
29507,2,6,6127,15,9,4,7,3,4,0,0,9,38,0,1
29508,1,3,7894,0,5,4,7,3,4,0,0,2,38,0,0
29509,19,3,4818,0,5,0,11,3,4,0,0,39,38,0,1
29510,29,3,4050,15,9,2,13,0,4,0,46,39,38,1,1
29511,12,3,13946,15,9,4,2,3,4,0,0,44,38,0,1
29512,6,3,8834,11,8,4,3,1,4,0,0,31,38,0,0
29513,18,3,425,11,8,2,5,0,4,0,0,39,38,0,1
29514,18,3,17907,11,8,4,13,3,4,0,0,39,38,0,1
29515,23,3,10723,11,8,2,13,0,4,0,0,39,38,0,1
29516,5,3,2490,15,9,4,13,3,1,0,0,39,38,0,1
29517,2,6,2003,15,9,4,0,3,4,0,0,14,38,0,0
29518,53,3,11394,1,6,2,13,0,4,0,0,39,38,0,1
29519,21,3,12118,15,9,0,13,1,2,0,0,54,38,0,1
29520,18,3,8590,15,9,2,11,0,4,0,0,49,38,0,1
29521,8,3,7620,15,9,4,7,3,4,0,0,34,38,0,0
29522,22,3,9018,15,9,2,2,0,4,0,0,44,38,1,1
29523,33,3,5831,10,15,2,9,0,2,0,0,36,38,1,1
29524,26,3,10963,7,11,2,9,0,4,0,0,49,38,0,1
29525,20,0,11413,15,9,2,0,0,4,0,0,39,29,1,1
29526,34,3,6914,11,8,2,7,0,4,91,0,39,7,1,1
29527,12,3,2717,0,5,5,7,4,4,0,0,11,38,0,0
29528,3,3,8898,11,8,4,7,3,2,0,0,39,38,0,1
29529,4,3,12670,15,9,4,0,1,4,0,0,39,38,0,0
29530,30,3,10641,11,8,2,5,5,2,0,0,39,38,0,0
29531,27,3,9756,7,11,0,12,4,4,0,0,39,38,0,0
29532,0,3,11058,6,4,4,5,3,4,0,33,14,38,0,1
29533,8,3,14063,1,6,4,7,1,4,0,0,39,38,0,1
29534,26,6,20899,10,15,4,9,1,4,0,0,39,38,0,0
29535,29,0,13816,8,10,2,0,0,4,0,0,39,38,1,1
29536,25,3,11149,15,9,2,6,0,4,0,0,59,38,0,1
29537,29,1,6601,12,13,0,9,1,0,0,0,39,38,0,1
29538,5,3,579,15,9,4,7,1,4,0,0,29,38,0,0
29539,32,3,7691,11,8,2,13,0,2,0,0,39,38,0,1
29540,4,3,8619,11,8,2,6,0,4,0,0,49,38,0,1
29541,36,3,17741,12,13,2,0,5,4,0,0,39,38,1,0
29542,26,3,17588,15,9,0,2,4,4,0,0,41,38,0,1
29543,5,3,3676,11,8,4,7,3,4,0,0,49,38,0,1
29544,16,3,19864,9,12,4,9,1,4,100,0,44,38,1,0
29545,11,3,9542,8,10,4,0,3,4,0,0,39,38,0,0
29546,8,3,15155,15,9,4,12,4,4,0,0,23,38,0,0
29547,23,3,11793,9,12,2,3,0,1,0,0,39,2,1,1
29548,33,3,14818,15,9,2,12,0,4,0,0,44,38,1,1
29549,31,5,20181,15,9,0,11,4,4,0,0,64,38,1,1
29550,13,3,1029,11,8,2,6,0,4,0,0,39,38,0,1
29551,16,3,17859,11,8,3,7,4,2,0,0,37,38,0,0
29552,17,3,18031,15,9,2,2,0,1,0,0,39,29,0,1
29553,25,3,2754,9,12,2,0,0,1,0,0,39,38,1,1
29554,31,5,2863,15,9,2,3,0,1,0,0,64,38,0,1
29555,21,3,15959,9,12,2,9,0,4,94,0,44,38,1,1
29556,12,3,2707,11,8,2,6,0,4,0,0,39,38,0,1
29557,16,3,19848,0,5,4,5,1,4,0,0,39,38,0,1
29558,47,3,14295,9,12,0,3,1,4,115,0,54,38,1,1
29559,27,3,4777,8,10,2,13,5,4,0,0,24,38,0,0
29560,25,0,713,9,12,2,3,0,4,91,0,49,38,1,1
29561,32,3,16131,11,8,2,6,0,4,0,0,44,38,0,1
29562,8,3,20009,11,8,2,5,0,4,0,0,39,38,0,1
29563,16,3,17194,9,12,4,3,1,4,0,0,39,38,0,0
29564,21,3,6191,15,9,2,11,0,4,0,0,59,38,0,1
29565,3,3,10228,11,8,4,11,1,4,0,0,37,38,0,0
29566,27,3,12434,11,8,4,5,1,4,0,0,49,38,0,1
29567,28,3,17749,9,12,2,13,0,4,0,0,39,38,1,1
29568,10,4,12075,11,8,4,11,1,4,0,0,49,38,0,1
29569,1,3,15183,11,8,4,6,3,4,0,0,39,38,0,1
29570,21,3,234,11,8,0,2,4,4,0,0,49,38,0,1
29571,28,3,16023,1,6,2,2,0,4,0,0,41,38,0,1
29572,10,1,8720,11,8,4,10,1,2,25,0,39,38,0,1
29573,47,3,15430,4,2,6,7,1,2,0,0,15,38,0,0
29574,49,1,10430,11,8,2,3,0,4,56,0,19,38,0,1
29575,17,3,418,9,12,4,11,1,4,0,0,34,38,0,0
29576,28,5,4094,9,12,2,13,0,4,0,0,39,38,1,1
29577,25,5,14482,11,8,0,2,1,4,0,0,39,38,0,1
29578,15,3,4532,9,12,2,3,0,4,0,47,59,38,1,1
29579,9,3,20223,0,5,4,0,1,2,0,0,19,38,0,1
29580,10,3,10384,8,10,4,2,2,4,0,0,39,38,0,1
29581,4,3,17367,15,9,4,11,2,4,0,0,39,38,0,0
29582,6,3,15543,15,9,4,7,3,4,0,0,29,38,0,1
29583,30,3,3017,15,9,2,2,0,4,0,0,39,38,0,1
29584,3,6,940,15,9,4,0,3,4,0,0,39,38,0,0
29585,29,6,10383,9,12,2,9,0,4,0,0,37,38,1,1
29586,18,3,8049,11,8,2,7,5,2,0,0,39,38,0,0
29587,38,3,4766,9,12,2,3,0,4,0,46,39,38,1,1
