Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Target
19/6/2008,08:01:00,1.7,0.218,240.31,7.0,21.0
23/7/2008,02:25:00,0.982,0.326,237.83,4.2,13.0
29/12/2009,07:32:00,1.07,0.168,242.33,4.4,1.0
25/8/2010,23:15:00,1.702,0.236,246.21,7.0,21.0
24/12/2006,04:52:00,1.25,0.0,246.19,6.6,0.0
1/3/2010,01:39:00,1.316,0.0,241.07,5.4,18.0
21/3/2010,23:26:00,0.692,0.228,242.43,3.0,3.0
20/5/2009,01:09:00,0.37,0.09,239.97,1.6,0.0
24/10/2008,16:41:00,0.41,0.224,240.98,1.8,2.0
9/8/2009,06:11:00,1.326,0.128,243.26,5.4,19.0
24/7/2008,09:22:00,1.4,0.098,237.97,5.8,18.0
23/9/2008,03:30:00,0.162,0.0,240.29,0.6,0.0
7/4/2008,15:24:00,0.498,0.256,243.53,2.2,3.0
3/8/2009,18:38:00,0.138,0.0,242.63,0.6,1.0
31/1/2007,09:16:00,1.266,0.0,235.69,5.4,17.0
18/3/2008,20:17:00,1.922,0.092,239.18,8.0,0.0
19/5/2008,11:58:00,0.226,0.076,241.46,1.2,1.0
4/9/2007,01:39:00,0.246,0.172,243.9,1.2,0.0
27/11/2008,05:26:00,0.306,0.07,240.95,1.2,0.0
30/9/2010,21:51:00,0.286,0.0,243.1,1.2,1.0
17/10/2009,14:27:00,3.018,0.42,239.36,12.6,38.0
2/8/2007,19:31:00,0.204,0.124,235.85,1.0,0.0
5/11/2008,23:45:00,2.718,0.174,241.08,11.2,39.0
27/1/2009,04:00:00,0.406,0.124,248.58,1.8,0.0
9/8/2010,08:06:00,0.156,0.0,241.02,0.6,0.0
4/11/2007,10:11:00,0.374,0.212,243.72,1.8,1.0
24/8/2009,21:59:00,0.924,0.364,240.37,4.0,2.0
3/3/2009,20:09:00,1.274,0.058,241.49,5.2,0.0
22/9/2009,20:40:00,1.456,0.068,240.67,6.0,1.0
8/10/2010,00:10:00,0.61,0.07,243.01,2.4,1.0
11/12/2007,19:49:00,1.918,0.22,239.33,8.0,19.0
16/10/2007,03:03:00,0.324,0.088,240.27,1.4,0.0
3/7/2009,20:14:00,0.138,0.0,243.53,0.6,1.0
22/10/2007,09:57:00,1.356,0.046,237.61,5.6,18.0
21/12/2008,14:20:00,1.308,0.046,242.84,5.4,18.0
9/11/2010,12:26:00,0.366,0.0,239.08,1.6,4.0
14/12/2007,14:26:00,1.492,0.128,245.69,6.0,19.0
13/6/2008,21:00:00,1.162,0.478,241.49,5.2,2.0
10/7/2007,15:34:00,1.21,0.0,239.14,5.0,18.0
23/1/2009,19:01:00,2.44,0.1,239.53,10.2,19.0
27/8/2009,13:41:00,0.156,0.0,243.5,0.6,0.0
5/5/2009,00:38:00,0.44,0.226,244.44,2.0,2.0
28/5/2007,23:45:00,0.338,0.078,238.16,1.4,0.0
1/7/2009,04:51:00,0.29,0.128,242.97,1.2,0.0
23/2/2010,20:13:00,2.13,0.144,239.46,9.0,0.0
9/2/2008,16:09:00,1.436,0.048,242.46,5.8,18.0
1/1/2010,17:15:00,1.104,0.154,241.73,4.6,2.0
28/6/2007,06:35:00,0.256,0.124,238.73,1.2,0.0
25/10/2010,21:11:00,0.92,0.0,237.88,3.8,1.0
15/7/2008,09:48:00,1.256,0.0,238.97,5.2,18.0
4/9/2007,23:20:00,0.242,0.106,242.68,1.0,0.0
4/12/2007,15:04:00,1.49,0.172,245.82,6.0,20.0
1/6/2007,05:02:00,0.402,0.186,234.51,1.8,1.0
30/12/2007,16:17:00,1.838,0.154,244.74,7.4,18.0
30/7/2009,03:21:00,0.206,0.09,243.42,0.8,1.0
17/4/2008,12:36:00,0.35,0.104,241.24,1.6,2.0
12/1/2008,09:40:00,1.452,0.048,238.02,6.2,17.0
21/5/2009,23:44:00,0.334,0.116,243.94,1.4,3.0
16/8/2009,13:06:00,0.32,0.242,240.66,1.6,0.0
4/11/2008,17:09:00,1.336,0.06,238.71,5.6,18.0
16/12/2007,08:13:00,0.336,0.124,242.85,1.4,1.0
1/12/2009,12:27:00,1.348,0.0,240.66,5.6,19.0
27/3/2009,17:51:00,1.794,0.14,241.42,7.4,18.0
27/8/2009,06:29:00,1.092,0.378,241.28,4.8,14.0
18/6/2009,05:28:00,0.238,0.124,243.83,1.0,0.0
4/10/2010,16:08:00,0.346,0.0,241.18,1.4,1.0
1/1/2008,16:54:00,1.7,0.082,243.07,7.0,0.0
29/1/2010,19:13:00,0.344,0.066,241.84,1.4,2.0
21/11/2009,14:26:00,0.296,0.072,241.61,1.2,1.0
2/12/2009,14:11:00,1.588,0.0,244.24,6.4,20.0
15/11/2007,17:55:00,0.318,0.084,235.79,1.4,0.0
22/8/2010,21:26:00,0.218,0.0,241.18,1.0,0.0
14/9/2010,09:24:00,1.374,0.186,239.57,5.8,19.0
14/7/2008,15:54:00,1.392,0.278,240.92,5.8,19.0
25/3/2007,16:24:00,2.936,0.432,241.71,12.2,38.0
1/10/2007,01:23:00,0.272,0.046,240.31,1.2,0.0
21/1/2008,07:19:00,3.354,0.0,235.95,14.2,17.0
5/8/2010,11:10:00,0.252,0.122,241.39,1.2,1.0
5/11/2009,02:36:00,1.448,0.098,244.36,5.8,19.0
25/7/2010,19:46:00,0.92,0.34,236.77,4.2,4.0
14/11/2010,12:28:00,1.904,0.282,236.98,9.6,18.0
14/12/2007,05:16:00,1.422,0.086,245.45,5.8,19.0
22/10/2008,09:12:00,1.388,0.0,240.36,5.8,18.0
18/8/2007,14:16:00,0.148,0.0,241.97,0.8,0.0
25/8/2007,16:43:00,1.174,0.0,237.8,4.8,18.0
28/2/2008,15:58:00,0.22,0.0,244.36,0.8,0.0
25/4/2009,07:24:00,0.426,0.132,240.71,1.8,0.0
10/3/2007,13:25:00,1.792,0.47,239.51,7.6,18.0
10/7/2007,20:42:00,0.464,0.2,240.73,2.2,1.0
4/1/2007,23:47:00,0.318,0.0,243.64,1.4,0.0
18/12/2006,23:08:00,2.024,0.064,242.03,8.6,30.0
24/10/2009,03:41:00,0.332,0.088,241.78,1.4,1.0
2/2/2009,14:58:00,0.378,0.22,249.2,1.6,2.0
15/10/2009,17:06:00,0.298,0.0,241.27,1.4,0.0
16/5/2009,10:56:00,1.662,0.066,238.57,6.8,18.0
3/11/2007,01:59:00,0.394,0.244,243.55,1.8,1.0
16/9/2010,00:09:00,1.148,0.49,243.88,5.0,13.0
18/7/2008,03:50:00,0.172,0.0,240.04,0.8,1.0
6/7/2007,01:35:00,0.202,0.116,243.86,1.0,1.0
4/11/2010,02:19:00,0.284,0.0,251.56,1.2,0.0
19/4/2007,03:02:00,0.298,0.0,239.18,1.2,0.0
28/10/2009,07:22:00,0.582,0.24,241.7,2.6,3.0
18/3/2008,07:20:00,1.702,0.116,242.79,7.0,18.0
7/3/2010,20:52:00,1.1,0.054,240.18,4.6,1.0
27/2/2007,10:14:00,0.324,0.144,245.9,1.4,0.0
11/11/2010,13:03:00,0.77,0.218,237.25,3.4,0.0
25/8/2009,15:09:00,0.154,0.0,241.96,0.6,0.0
22/4/2008,13:24:00,4.446,0.294,235.62,19.0,38.0
21/3/2008,20:39:00,1.758,0.202,240.49,7.6,1.0
12/7/2010,05:14:00,0.336,0.208,239.64,1.6,1.0
27/6/2009,20:18:00,1.734,0.38,240.65,7.2,19.0
15/8/2009,17:39:00,2.006,0.58,238.2,8.6,20.0
15/1/2010,23:05:00,2.98,0.222,244.36,12.2,40.0
8/4/2010,12:32:00,1.58,0.0,244.23,6.4,19.0
20/12/2007,08:10:00,2.176,0.0,240.68,9.2,11.0
29/11/2007,18:11:00,0.578,0.054,240.37,2.4,0.0
1/7/2009,02:10:00,0.364,0.224,240.83,1.8,1.0
4/12/2009,10:17:00,1.85,0.176,239.88,7.8,18.0
26/10/2007,21:17:00,0.944,0.062,238.15,4.2,0.0
11/10/2008,03:48:00,0.24,0.0,240.18,1.0,1.0
6/12/2009,22:20:00,0.934,0.0,239.05,3.8,1.0
28/1/2009,20:54:00,1.562,0.046,240.83,6.4,18.0
25/1/2009,01:03:00,1.39,0.056,245.26,5.6,1.0
12/11/2007,12:09:00,1.292,0.0,240.49,5.4,18.0
22/11/2008,21:37:00,3.706,0.166,234.55,15.8,18.0
16/1/2007,13:43:00,0.912,0.28,243.07,4.0,2.0
14/1/2009,22:43:00,0.858,0.24,246.39,3.6,1.0
20/5/2009,03:30:00,0.414,0.208,239.75,1.8,1.0
16/12/2008,09:09:00,2.638,0.094,244.23,10.8,19.0
13/6/2008,12:21:00,1.932,0.0,236.56,9.0,29.0
1/7/2009,21:01:00,0.532,0.302,243.82,2.4,1.0
14/6/2009,21:03:00,0.218,0.0,241.18,1.0,0.0
30/5/2007,21:18:00,1.294,0.322,235.92,5.8,2.0
11/11/2009,23:43:00,0.586,0.104,245.22,2.4,1.0
13/9/2010,18:49:00,0.638,0.216,241.93,3.2,6.0
27/6/2010,14:32:00,1.496,0.144,239.23,6.2,19.0
23/11/2007,16:22:00,1.47,0.194,239.98,6.2,17.0
16/9/2007,23:45:00,1.208,0.0,242.92,4.8,19.0
28/2/2008,04:14:00,0.396,0.218,242.3,1.8,0.0
21/6/2008,04:07:00,0.158,0.0,240.78,0.8,1.0
20/7/2008,17:59:00,0.144,0.0,239.04,0.6,1.0
21/7/2009,10:25:00,1.718,0.29,240.12,7.4,27.0
25/5/2008,23:33:00,0.29,0.162,242.97,1.4,0.0
5/2/2007,13:16:00,0.78,0.12,238.8,3.4,2.0
25/11/2008,03:35:00,1.354,0.046,242.62,5.6,0.0
29/10/2008,14:54:00,0.7,0.058,243.8,2.8,0.0
2/6/2008,03:22:00,0.344,0.234,240.79,1.6,2.0
18/10/2008,13:49:00,0.37,0.08,243.5,1.6,1.0
28/6/2009,13:09:00,0.366,0.286,243.98,1.8,2.0
7/8/2007,19:38:00,0.792,0.078,235.52,3.4,0.0
27/5/2007,02:29:00,0.324,0.09,237.18,1.4,0.0
23/4/2007,11:39:00,0.184,0.062,236.07,0.8,0.0
31/1/2009,10:40:00,1.718,0.056,240.56,7.0,20.0
31/7/2009,16:29:00,0.35,0.232,244.14,1.6,2.0
21/9/2008,22:15:00,0.396,0.116,239.06,1.8,1.0
16/1/2007,06:45:00,0.244,0.0,242.0,1.2,0.0
1/8/2007,10:28:00,1.436,0.122,233.95,6.2,17.0
27/9/2007,02:40:00,0.282,0.058,240.99,1.2,0.0
7/2/2008,22:08:00,1.776,0.0,237.6,7.6,0.0
22/5/2007,00:45:00,0.206,0.05,236.51,0.8,0.0
21/12/2008,10:42:00,2.42,0.152,236.02,10.2,17.0
29/6/2008,03:13:00,0.502,0.224,238.93,2.4,2.0
4/3/2008,14:34:00,0.914,0.046,241.32,3.8,0.0
9/11/2010,15:16:00,0.474,0.076,237.8,2.0,1.0
8/4/2008,13:04:00,3.022,0.322,241.54,13.4,43.0
24/3/2007,04:18:00,0.302,0.104,244.29,1.4,0.0
10/7/2010,02:09:00,0.404,0.296,238.48,2.0,1.0
15/1/2007,19:56:00,3.56,0.306,232.07,15.4,21.0
9/10/2009,23:26:00,0.958,0.268,243.41,4.0,0.0
12/6/2010,10:09:00,1.352,0.17,237.15,5.6,20.0
28/9/2007,17:07:00,0.548,0.322,243.87,2.6,1.0
9/1/2009,03:15:00,0.376,0.104,248.49,1.6,0.0
14/6/2008,07:40:00,1.524,0.35,240.4,6.4,20.0
14/3/2010,08:50:00,0.33,0.1,243.48,1.4,0.0
18/4/2008,13:46:00,1.438,0.0,239.96,6.0,19.0
23/2/2007,13:58:00,1.414,0.078,240.28,5.8,19.0
9/10/2010,10:01:00,0.386,0.15,241.89,1.6,1.0
31/3/2010,23:05:00,0.532,0.242,242.53,2.4,2.0
24/1/2008,01:57:00,0.328,0.086,240.23,1.4,0.0
28/7/2009,14:37:00,0.234,0.1,242.33,1.0,1.0
25/10/2009,00:26:00,1.844,0.156,239.28,7.6,2.0
25/12/2006,12:57:00,2.2,0.342,243.07,10.6,17.0
15/6/2009,02:39:00,0.218,0.0,241.18,1.0,0.0
11/1/2010,01:03:00,0.35,0.152,249.83,1.4,1.0
18/11/2009,11:17:00,3.856,0.152,237.15,16.4,59.0
28/1/2008,17:31:00,0.34,0.0,239.82,1.6,0.0
28/4/2007,16:25:00,0.218,0.0,241.18,1.0,0.0
22/12/2009,05:29:00,0.216,0.0,246.45,0.8,0.0
6/5/2009,21:48:00,2.814,0.07,237.96,11.8,19.0
5/10/2007,09:43:00,2.754,0.344,235.06,11.8,17.0
24/5/2007,18:45:00,0.292,0.066,237.3,1.2,0.0
27/5/2007,23:07:00,0.564,0.0,236.73,2.4,2.0
13/9/2007,06:29:00,0.11,0.0,240.04,0.6,0.0
1/5/2010,11:29:00,2.628,0.354,238.94,11.6,37.0
22/8/2010,20:34:00,0.218,0.0,241.18,1.0,0.0
29/6/2009,16:55:00,1.322,0.09,243.44,5.4,18.0
17/2/2010,13:12:00,3.472,0.056,243.23,14.4,49.0
17/4/2010,06:53:00,1.44,0.068,241.04,6.0,18.0
26/2/2007,09:37:00,0.218,0.0,237.91,0.8,0.0
9/11/2009,10:48:00,1.444,0.142,244.2,5.8,19.0
8/6/2010,01:05:00,1.358,0.092,242.84,5.6,19.0
28/3/2010,22:18:00,5.28,0.3,237.06,22.2,57.0
3/9/2010,15:30:00,0.388,0.21,241.32,1.8,2.0
27/6/2009,05:55:00,0.158,0.0,244.53,0.6,1.0
19/6/2010,07:21:00,1.286,0.102,239.13,6.0,0.0
23/7/2008,13:16:00,0.556,0.222,239.72,2.8,1.0
30/5/2008,20:27:00,1.536,0.196,238.99,6.4,18.0
13/7/2009,17:23:00,0.314,0.254,241.71,1.6,1.0
26/4/2007,12:00:00,0.394,0.0,232.95,2.2,0.0
18/5/2007,07:59:00,1.31,0.058,236.57,5.4,17.0
24/7/2008,00:24:00,0.39,0.118,242.21,1.6,1.0
24/8/2009,07:19:00,1.558,0.25,242.34,6.4,21.0
24/2/2008,20:39:00,0.38,0.21,236.3,1.8,1.0
1/7/2009,20:04:00,0.358,0.226,242.23,1.8,1.0
20/6/2009,12:21:00,1.372,0.208,241.0,5.6,18.0
6/5/2007,11:12:00,0.15,0.0,236.41,0.6,0.0
26/9/2008,16:21:00,0.15,0.0,242.01,0.6,0.0
8/8/2008,06:30:00,0.186,0.148,239.58,1.0,1.0
3/10/2009,00:02:00,0.34,0.26,243.76,1.6,3.0
15/5/2009,18:11:00,1.538,0.056,242.43,6.4,18.0
25/9/2010,16:55:00,0.218,0.0,241.18,1.0,0.0
11/2/2007,21:32:00,2.466,0.066,236.94,10.4,17.0
30/1/2007,08:39:00,1.268,0.0,236.97,5.2,17.0
6/1/2010,09:46:00,1.44,0.098,245.26,5.8,20.0
18/1/2007,02:08:00,0.312,0.144,243.75,1.4,0.0
25/10/2008,01:56:00,0.286,0.074,242.54,1.2,0.0
20/12/2006,13:34:00,1.494,0.216,243.17,6.2,18.0
23/10/2010,02:18:00,1.056,0.494,242.58,4.8,12.0
2/4/2009,19:01:00,0.79,0.206,242.88,3.4,0.0
2/2/2008,20:21:00,3.516,0.32,236.14,14.8,19.0
24/6/2010,12:05:00,0.344,0.198,238.53,1.6,2.0
12/11/2010,05:28:00,0.224,0.06,242.94,1.0,0.0
17/8/2009,22:54:00,1.88,0.056,240.05,8.0,23.0
2/7/2010,14:40:00,1.37,0.796,236.53,7.0,1.0
20/11/2010,01:27:00,0.222,0.0,244.3,1.0,0.0
22/10/2010,20:36:00,1.25,0.098,236.17,5.2,0.0
8/9/2008,19:23:00,0.162,0.0,242.01,0.6,1.0
4/12/2008,22:50:00,0.936,0.048,244.1,4.2,0.0
30/1/2010,20:16:00,5.478,0.612,237.24,24.0,33.0
20/2/2010,02:07:00,0.406,0.164,241.58,1.8,2.0
10/7/2008,01:04:00,0.312,0.258,238.67,1.6,2.0
16/8/2009,03:11:00,0.306,0.264,242.91,1.6,3.0
4/4/2007,03:59:00,0.322,0.104,240.25,1.4,0.0
5/8/2009,18:25:00,0.14,0.0,244.01,0.6,0.0
9/8/2007,17:02:00,0.102,0.0,234.52,0.4,0.0
22/3/2010,16:07:00,1.398,0.08,241.86,5.8,18.0
30/9/2010,05:10:00,0.42,0.076,242.04,1.8,1.0
23/11/2010,06:55:00,1.742,0.062,240.9,7.2,17.0
15/4/2009,06:24:00,0.532,0.122,243.76,2.2,1.0
7/3/2007,17:42:00,0.344,0.102,241.91,1.4,0.0
25/5/2009,18:19:00,1.796,0.318,234.29,7.8,18.0
16/6/2007,23:19:00,3.614,0.048,237.2,15.2,2.0
9/10/2007,14:14:00,0.278,0.054,240.03,1.2,0.0
2/9/2008,17:24:00,2.578,0.2,238.5,10.8,38.0
29/11/2008,16:22:00,1.298,0.062,241.14,5.4,18.0
10/10/2009,15:47:00,1.678,0.322,238.71,7.0,19.0
21/4/2009,19:44:00,0.552,0.106,242.57,2.2,2.0
20/5/2007,07:10:00,0.504,0.068,236.12,2.4,0.0
26/7/2008,12:04:00,0.94,0.21,240.12,4.0,13.0
22/2/2008,17:16:00,0.528,0.33,240.02,2.6,2.0
2/3/2007,22:16:00,0.218,0.0,242.35,0.8,0.0
20/1/2008,08:36:00,0.266,0.0,240.8,1.2,0.0
27/6/2009,08:51:00,1.39,0.22,241.86,6.2,15.0
24/10/2010,04:37:00,0.424,0.126,248.09,1.8,1.0
1/6/2009,22:54:00,0.496,0.27,243.14,2.4,1.0
10/2/2010,23:50:00,0.616,0.072,244.6,2.6,0.0
4/8/2007,23:38:00,2.818,0.172,230.57,12.2,16.0
18/7/2008,15:53:00,0.538,0.0,241.47,2.2,1.0
10/8/2008,02:07:00,0.176,0.152,241.28,0.8,0.0
30/6/2008,11:03:00,1.42,0.1,235.71,6.0,17.0
15/3/2009,15:08:00,2.608,0.182,240.55,11.0,27.0
10/4/2008,22:49:00,1.776,0.242,242.17,7.4,1.0
4/4/2008,06:50:00,0.216,0.05,240.37,0.8,0.0
14/10/2007,03:38:00,0.734,0.048,239.92,3.8,6.0
6/9/2007,20:05:00,0.834,0.246,240.05,3.6,1.0
14/3/2007,13:35:00,1.574,0.34,241.61,6.6,20.0
9/12/2007,07:05:00,0.302,0.09,241.16,1.2,0.0
18/8/2007,08:57:00,0.104,0.0,242.03,0.4,0.0
4/11/2010,16:10:00,0.392,0.0,244.25,1.6,1.0
2/11/2010,20:14:00,1.146,0.092,242.77,4.6,1.0
8/3/2007,00:22:00,0.316,0.072,243.09,1.4,2.0
23/12/2008,09:31:00,1.59,0.054,240.56,6.6,18.0
7/6/2008,13:57:00,2.68,0.318,236.89,11.4,35.0
19/7/2008,14:54:00,3.792,0.0,235.95,16.0,54.0
28/7/2008,16:36:00,0.452,0.13,241.25,2.2,1.0
28/9/2007,11:01:00,2.036,0.352,238.05,8.6,21.0
15/12/2008,13:31:00,1.42,0.064,241.24,5.8,20.0
15/5/2007,10:31:00,1.396,0.076,234.7,5.8,17.0
14/4/2008,11:12:00,1.528,0.128,242.43,6.2,19.0
28/8/2009,09:22:00,1.272,0.0,238.88,5.2,20.0
29/7/2007,00:59:00,0.196,0.122,237.15,1.0,0.0
28/5/2008,14:21:00,0.238,0.084,240.57,1.2,1.0
10/9/2010,09:43:00,0.212,0.058,243.32,1.0,1.0
24/4/2007,02:37:00,0.262,0.09,236.38,1.2,0.0
7/12/2008,08:31:00,1.034,0.08,245.32,4.2,0.0
11/11/2009,19:01:00,4.15,0.234,240.08,17.2,36.0
27/11/2008,11:21:00,2.902,0.14,236.96,12.2,17.0
9/3/2007,07:28:00,0.912,0.206,238.37,4.0,0.0
11/12/2007,05:29:00,0.318,0.106,244.43,1.4,0.0
14/4/2008,19:24:00,0.572,0.16,243.64,2.6,0.0
3/1/2007,05:18:00,0.248,0.052,245.23,1.0,0.0
9/7/2009,17:25:00,0.19,0.0,242.18,0.8,1.0
13/11/2010,11:51:00,0.772,0.132,236.66,3.4,0.0
25/11/2010,11:44:00,1.394,0.0,239.76,5.8,18.0
15/6/2009,19:40:00,0.328,0.12,242.68,1.4,1.0
5/3/2010,06:26:00,0.548,0.112,244.42,2.2,1.0
4/4/2009,11:51:00,1.616,0.2,242.88,6.6,20.0
20/4/2007,11:37:00,0.208,0.116,239.24,1.0,1.0
24/6/2007,15:42:00,1.834,0.212,239.06,7.6,19.0
8/4/2010,17:07:00,0.364,0.13,243.32,1.6,1.0
30/1/2009,05:58:00,0.266,0.0,246.76,1.0,0.0
27/11/2009,02:27:00,0.312,0.098,244.17,1.2,3.0
24/6/2010,08:33:00,2.322,0.344,237.59,9.8,35.0
26/3/2009,07:22:00,2.46,0.162,242.25,10.2,18.0
16/11/2010,03:00:00,0.334,0.092,243.4,1.4,0.0
10/6/2009,21:13:00,1.784,0.314,238.02,7.6,3.0
18/11/2009,19:43:00,2.572,0.42,242.43,10.8,12.0
8/4/2008,11:02:00,2.286,0.268,243.56,9.4,23.0
18/7/2007,02:07:00,0.292,0.168,234.78,1.6,0.0
13/11/2008,11:54:00,0.264,0.052,241.54,1.2,0.0
1/8/2008,15:41:00,0.14,0.0,239.51,0.6,1.0
6/3/2007,18:22:00,0.676,0.192,237.27,3.0,2.0
7/7/2007,10:18:00,0.14,0.0,240.04,0.6,0.0
12/10/2009,09:00:00,1.336,0.048,238.22,5.6,19.0
8/9/2007,11:19:00,1.292,0.0,236.12,5.4,17.0
6/8/2009,02:57:00,0.292,0.192,241.26,1.6,1.0
6/2/2009,12:37:00,0.694,0.06,243.87,3.8,0.0
19/5/2009,17:56:00,0.324,0.096,242.28,1.4,1.0
29/10/2008,00:45:00,1.908,0.204,238.01,8.0,0.0
18/4/2007,10:01:00,0.508,0.0,242.66,2.0,0.0
22/6/2007,12:39:00,0.214,0.12,238.18,1.0,0.0
25/1/2007,21:26:00,3.554,0.0,240.75,14.8,18.0
19/8/2010,06:19:00,0.218,0.0,241.18,1.0,0.0
3/6/2010,04:04:00,0.17,0.0,241.59,0.8,1.0
7/6/2007,20:36:00,0.93,0.544,235.1,4.6,2.0
5/1/2007,05:31:00,2.38,0.136,240.62,9.8,1.0
29/10/2008,14:40:00,0.708,0.052,247.36,2.8,0.0
22/10/2008,13:53:00,3.134,0.062,239.55,13.0,38.0
17/8/2007,02:34:00,0.274,0.246,240.97,1.4,0.0
29/12/2008,13:41:00,0.388,0.21,245.54,1.8,0.0
10/3/2008,02:55:00,1.444,0.0,244.51,5.8,18.0
3/6/2007,14:48:00,1.868,0.164,235.07,8.0,18.0
16/9/2008,14:04:00,0.632,0.0,240.9,3.0,5.0
20/4/2007,13:17:00,0.22,0.0,241.86,1.0,0.0
10/12/2007,08:32:00,1.434,0.08,239.01,6.0,18.0
7/4/2009,14:58:00,0.448,0.24,243.02,2.0,2.0
16/3/2010,04:54:00,0.412,0.224,243.28,1.8,1.0
10/3/2007,00:49:00,0.302,0.114,245.1,1.2,1.0
12/10/2010,07:59:00,2.164,0.164,239.66,9.0,19.0
5/8/2008,16:19:00,0.172,0.144,237.4,0.8,0.0
15/4/2009,12:12:00,0.412,0.138,242.1,1.8,0.0
12/5/2008,11:06:00,1.842,0.074,238.51,7.6,20.0
22/9/2009,21:14:00,1.41,0.188,242.49,5.8,1.0
20/7/2007,09:43:00,1.598,0.188,231.27,6.8,16.0
27/6/2008,01:52:00,0.236,0.112,240.06,1.0,0.0
23/9/2008,14:23:00,0.412,0.0,241.49,2.0,1.0
7/2/2008,10:33:00,1.346,0.07,238.48,5.6,20.0
6/4/2007,14:39:00,0.23,0.0,245.65,1.0,0.0
18/11/2010,08:29:00,1.482,0.208,241.66,6.2,19.0
5/6/2009,22:27:00,0.274,0.0,241.62,1.2,0.0
10/12/2009,07:22:00,2.028,0.286,238.7,8.6,18.0
6/3/2009,04:33:00,1.258,0.072,243.01,5.4,15.0
14/1/2009,08:30:00,1.654,0.076,246.62,6.6,19.0
13/4/2010,12:16:00,1.308,0.0,241.87,5.4,19.0
12/2/2008,01:38:00,0.296,0.08,243.61,1.2,0.0
30/8/2009,04:02:00,0.334,0.182,242.26,1.6,0.0
13/3/2007,20:02:00,4.128,0.094,232.85,17.8,36.0
10/3/2008,23:02:00,0.922,0.056,244.77,3.8,0.0
6/6/2009,10:36:00,0.298,0.124,241.25,1.4,1.0
30/7/2008,08:38:00,1.382,0.0,237.28,5.8,18.0
25/1/2007,11:31:00,0.214,0.0,242.79,0.8,0.0
12/4/2007,11:34:00,0.212,0.0,239.15,0.8,0.0
12/9/2007,12:44:00,0.198,0.098,241.0,0.8,0.0
26/7/2007,20:00:00,3.568,0.07,234.06,15.2,55.0
27/9/2008,07:18:00,1.56,0.0,237.34,6.4,18.0
27/9/2007,11:24:00,1.242,0.06,237.59,5.2,17.0
14/2/2007,12:18:00,3.242,0.444,240.56,13.6,18.0
27/2/2009,17:03:00,2.704,0.426,241.41,11.8,18.0
28/12/2008,05:05:00,1.764,0.096,246.83,7.0,0.0
9/3/2010,09:40:00,1.404,0.07,240.8,5.8,18.0
19/11/2009,19:03:00,1.266,0.186,239.45,5.2,1.0
18/9/2009,17:21:00,0.142,0.0,243.46,0.6,1.0
11/2/2008,10:08:00,1.316,0.05,236.66,5.4,17.0
27/2/2009,18:12:00,1.75,0.134,240.43,7.2,18.0
22/4/2009,18:53:00,0.43,0.124,241.23,2.0,1.0
4/7/2007,04:14:00,0.348,0.214,242.04,1.6,2.0
27/5/2009,19:18:00,0.466,0.152,229.69,2.0,1.0
6/6/2008,16:25:00,0.744,0.11,241.84,3.2,1.0
8/2/2007,15:33:00,0.762,0.292,246.11,3.2,2.0
21/1/2007,09:43:00,2.144,0.064,235.42,9.4,0.0
15/5/2009,20:06:00,1.496,0.062,244.14,6.0,19.0
19/2/2007,09:06:00,1.376,0.076,237.95,5.8,17.0
18/9/2008,13:15:00,0.564,0.3,242.88,2.6,1.0
17/5/2007,09:53:00,0.38,0.0,235.67,1.6,1.0
18/2/2009,12:24:00,1.348,0.0,241.54,5.6,17.0
8/6/2009,19:26:00,1.99,0.0,237.56,8.4,18.0
30/9/2009,07:27:00,2.016,0.108,241.22,8.2,19.0
23/9/2008,22:34:00,1.552,0.12,237.58,6.4,18.0
1/12/2009,08:58:00,2.208,0.0,239.87,9.2,18.0
8/9/2008,12:20:00,1.2,0.0,238.81,5.0,18.0
25/4/2009,08:45:00,0.456,0.0,241.31,2.0,0.0
16/11/2009,21:48:00,3.624,0.23,233.88,15.4,37.0
22/12/2006,14:15:00,0.276,0.0,241.51,1.2,0.0
20/3/2009,02:49:00,0.322,0.1,243.75,1.4,0.0
16/8/2008,09:13:00,0.16,0.142,241.28,0.8,2.0
9/12/2008,00:45:00,0.312,0.086,244.7,1.2,0.0
5/11/2008,04:20:00,0.382,0.07,240.11,1.6,0.0
22/9/2007,05:00:00,0.194,0.078,239.76,0.8,2.0
1/7/2009,17:53:00,1.512,0.222,242.96,6.2,19.0
29/4/2010,23:41:00,0.44,0.242,245.31,2.0,2.0
20/6/2010,13:28:00,1.404,0.0,240.51,5.8,18.0
12/2/2009,01:59:00,0.388,0.158,247.78,1.8,1.0
14/1/2007,23:45:00,1.472,0.258,242.8,6.0,20.0
29/10/2007,20:41:00,0.276,0.072,239.72,1.2,0.0
1/11/2009,10:20:00,0.668,0.122,237.85,3.0,3.0
2/9/2008,21:04:00,2.238,0.0,236.45,9.4,1.0
20/4/2007,10:07:00,0.13,0.0,241.24,0.6,0.0
3/2/2010,00:11:00,1.556,0.048,243.98,6.4,19.0
1/8/2009,03:34:00,0.14,0.0,243.13,0.6,1.0
13/2/2007,21:26:00,4.376,0.078,235.44,18.6,52.0
11/6/2008,01:23:00,0.288,0.16,240.09,1.4,2.0
4/4/2008,12:31:00,1.354,0.056,240.97,5.6,17.0
20/11/2007,16:52:00,0.45,0.218,245.11,2.0,2.0
